FOLIO_PERSONAL,DOCUMENTO,CUIL,APELLIDO,NOMBRE,DOMICILIO,INHIBIENTE,MONTO,CARATULA,JUZGADO,FECHA,ENTRO,ALCANCE,OBSERVACIONES,VIGENCIA
46707/20,60839303,23-13735090-7,SANCHEZ,HELENA,"AV. OMAR NU├æEZ 2809","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",378454,"CONCURSO PREVENTIVO - ACU├æA NAHUEL","JUZGADO N┬░ 25",NULL,2024-07-05,NULL,NULL,NULL
46751/21,10659522,20-44915700-3,CARDOZO,OLIVIA,"CALLE 9 660","BANCO NACI├ôN",NULL,"EJECUCI├ôN FISCAL - SANCHEZ DELFINA","JUZGADO N┬░ 6",2017-06-19,2024-05-18,TOTAL,NULL,NULL
46760/24,74596153,26-73637504-3,GODOY,FRANCISCO,"DIAGONAL G. BROWN 779",NULL,351975,"EJECUCI├ôN FISCAL - PAZ ISABELLA","JUZGADO N┬░ 29",2022-05-13,NULL,NULL,NULL,NULL
46874/23,14902495,NULL,OJEDA,"MATEO BENJAMIN","DIAGONAL C├ôRDOBA 2892","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"EJECUCI├ôN FISCAL - LEIVA FRANCISCO",NULL,2020-05-31,NULL,NULL,NULL,NULL
46901/22,14932172,22-66713213-8,FERNANDEZ,AUGUSTO,"AV. MISIONES 4605",AFIP,NULL,"EJECUCI├ôN FISCAL - AVILA SOFIA",NULL,2021-08-07,2024-12-01,NULL,NULL,ACTIVO
46924/6,NULL,NULL,ORTIZ,LUCIO,"AVENIDA 4 417",AFIP,118304,"COBRO DE PESOS - CASTILLO CONSTANTINO","JUZGADO N┬░ 2",2019-02-02,2024-12-21,PARCIAL,"EN REVISI├ôN",CADUCADO
46952/4,94294695,NULL,MARTINEZ,MARTINA,"AV. 3 3521",NULL,241995,"EJECUCI├ôN FISCAL - DIAZ JULIA","JUZGADO N┬░ 20",2024-12-14,NULL,NULL,NULL,NULL
46987/5,89697942,27-24481002-2,SOSA,SANTIAGO,"AVENIDA SALTA 1477","FISCO DE LA PROVINCIA",NULL,"COBRO DE PESOS - GONZALEZ MILO",NULL,2016-07-29,NULL,NULL,NULL,NULL
47076/22,56339883,25-27779810-6,MARTINEZ,CLARA,"DIAGONAL LA PAMPA 3241","BANCO NACI├ôN",244641,"EJECUCI├ôN FISCAL - SOTO ELENA",NULL,2024-03-19,NULL,NULL,NULL,ACTIVO
47111/17,98653735,24-48766673-0,FIGUEROA,MATEO,"AVENIDA BUENOS AIRES 2478","FISCO DE LA PROVINCIA",758251,"CONCURSO PREVENTIVO - TORRES BAUTISTA",NULL,2022-03-30,NULL,NULL,NULL,NULL
47137/2,76758305,23-44666787-1,NAVARRO,VALENTIN,"AVENIDA FORMOSA 420",AFIP,666518,"COBRO DE PESOS - RAMIREZ JUAN PABLO","JUZGADO N┬░ 14",2024-11-18,NULL,NULL,NULL,NULL
47148/18,59993017,27-13658359-6,DOMINGUEZ,ISABELLA,"AV. SAN MARTIN 4908",NULL,NULL,"CONCURSO PREVENTIVO - MARTINEZ LUCA",NULL,2019-10-09,NULL,PARCIAL,NULL,NULL
47217/23,66165648,25-83441462-4,NULL,BENICIO,"AVENIDA J.M. DE ROSAS 1820","FISCO DE LA PROVINCIA",72980,"EJECUCI├ôN FISCAL - CRUZ CARMELA",NULL,NULL,2024-11-23,NULL,NULL,CADUCADO
47240/3,14121365,25-60798418-6,RODRIGUEZ,CATALINA,"AVENIDA 5 747",NULL,817674,"COBRO DE PESOS - RAMIREZ JUSTINA",NULL,2023-07-31,2023-07-04,NULL,NULL,CADUCADO
47242/3,33934069,25-13872998-6,ROLDAN,CLARA,"AV. ALVEAR 751","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",871479,"COBRO DE PESOS - RODRIGUEZ RENATA",NULL,2022-12-27,2023-02-10,NULL,NULL,NULL
47261/12,52443693,24-22171020-8,MENDOZA,DELFINA,###,AFIP,43514,"COBRO DE PESOS - ACU├æA THIAGO JOAQUIN","JUZGADO N┬░ 21",2024-07-16,NULL,NULL,NULL,NULL
4730/14,89135975,22-25230924-5,LEDESMA,LUCIO,"AVENIDA SAN MARTIN 3578",AFIP,785687,"COBRO DE PESOS - FERNANDEZ LE├ôN","JUZGADO N┬░ 1",2015-12-31,NULL,NULL,NULL,NULL
47384/22,14170440,24-26720867-4,MORALES,PAULINA,"BLV. J.M. DE ROSAS 861","BANCO NACI├ôN",926468,NULL,NULL,2018-12-16,2021-12-02,NULL,"SIN OBSERVACIONES",NULL
47409/22,95026175,25-57819814-4,SOSA,"THIAGO EZEQUIEL","AVENIDA 6 1450",AFIP,NULL,"CONCURSO PREVENTIVO - ACU├æA THIAGO BENJAMIN",NULL,2016-01-01,NULL,NULL,NULL,CADUCADO
47439/5,61680117,22-43571224-0,ROMERO,SANTINO,"CAMINO VIEDMA 94",NULL,20776,"COBRO DE PESOS - PEREZ JUAN GABRIEL",NULL,2015-09-29,2020-09-01,NULL,NULL,CADUCADO
47486/14,60189401,26-18316238-7,PEREZ,RENZO,"AVENIDA OMAR NU├æEZ 2903",NULL,573118,NULL,NULL,2022-11-23,NULL,TOTAL,"SIN OBSERVACIONES",NULL
47747/10,82744137,NULL,GOMEZ,CIRO,"CALLE 2 886","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",749948,"COBRO DE PESOS - DIAZ CATALINA",NULL,2018-11-30,2022-09-20,TOTAL,NULL,NULL
47816/13,44782807,26-38009343-8,CORDOBA,BASTIAN,"BLV. PTE. PER├ôN 371","FISCO DE LA PROVINCIA",NULL,"EJECUCI├ôN FISCAL - AYALA FRANCESCA",NULL,2023-03-24,2025-01-13,NULL,NULL,ACTIVO
47845/24,75488088,25-34687531-6,VILLALBA,JOSEFINA,"DIAGONAL J.B. ALBERDI 270","FISCO DE LA PROVINCIA",NULL,"EJECUCI├ôN FISCAL - LOPEZ CLARA","JUZGADO N┬░ 30",2025-07-29,NULL,NULL,NULL,NULL
47909/10,35748879,20-53645305-1,FERREYRA,NULL,"BOULEVARD TIERRA DEL FUEGO 297","FISCO DE LA PROVINCIA",NULL,"EJECUCI├ôN FISCAL - GOMEZ CIRO",NULL,2022-05-23,NULL,NULL,NULL,NULL
47909/9,76585266,26-54551165-8,ROLDAN,???,"CALLE BUENOS AIRES 1541",AFIP,100775,"COBRO DE PESOS - GARCIA MILAGROS","JUZGADO N┬░ 1",2024-12-11,NULL,NULL,"SIN OBSERVACIONES",NULL
4791/5,75879993,27-20449772-5,MARTINEZ,SANTIAGO,"AVENIDA LA RIOJA 839","BANCO NACI├ôN",67105,"EJECUCI├ôN FISCAL - GARCIA CANDELARIA","JUZGADO N┬░ 14",2021-02-07,NULL,PARCIAL,NULL,NULL
47968/8,46265957,24-53811400-2,LOPEZ,ISABELLA,"AVENIDA 5 3343","BANCO NACI├ôN",NULL,"CONCURSO PREVENTIVO - ROLDAN MATEO JOAQUIN","JUZGADO N┬░ 23",2017-02-24,NULL,PARCIAL,"SIN OBSERVACIONES",ACTIVO
48023/17,52175511,22-58697647-9,GOMEZ,AGUSTINA,NULL,AFIP,NULL,"EJECUCI├ôN FISCAL - DIAZ ORIANA","JUZGADO N┬░ 6",2021-05-16,NULL,PARCIAL,NULL,CADUCADO
48107/19,88793893,25-62785634-2,TORRES,LOLA,"BLV. TIERRA DEL FUEGO 1827","FISCO DE LA PROVINCIA",172922,"EJECUCI├ôN FISCAL - TORRES TOMAS","JUZGADO N┬░ 22",2021-10-31,NULL,NULL,NULL,CADUCADO
48121/11,0000,NULL,SOTO,DANTE,NULL,"ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",287024,"CONCURSO PREVENTIVO - BENITEZ JULIETA","JUZGADO N┬░ 18",2023-09-29,NULL,NULL,NULL,NULL
48168/3,78826450,25-13529892-4,RODRIGUEZ,AMPARO,NULL,AFIP,375512,"CONCURSO PREVENTIVO - PEREZ VALENTINO","JUZGADO N┬░ 20",2015-09-13,NULL,NULL,NULL,NULL
4817/21,45043785,25-44389021-0,SANCHEZ,FRANCESCA,"DIAGONAL BELGRANO 3084","BANCO NACI├ôN",358208,"COBRO DE PESOS - FARIAS CATALINA","JUZGADO N┬░ 23",2021-06-16,NULL,NULL,,NULL
48262/25,22209545,20-97148841-8,ARIAS,"VALENTINA ","AV. OMAR NU├æEZ 2220","FISCO DE LA PROVINCIA",NULL,NULL,"JUZGADO N┬░ 5",2016-06-05,NULL,NULL,"EN REVISI├ôN",NULL
4827/19,71280819,22-13283028-0,ROMERO,SOL,"CALLE CHUBUT 1166",NULL,158044,"COBRO DE PESOS - OJEDA FAUSTINO","JUZGADO N┬░ 29",2015-11-12,2023-06-14,NULL,"SIN OBSERVACIONES",CADUCADO
48286/18,61132216,27-25793888-6,FRANCO,JOAQUINA,NULL,AFIP,217377,NULL,"JUZGADO N┬░ 15",2025-02-05,NULL,NULL,NULL,NULL
48300/6,72144607,21-99652409-9,RAMIREZ,SOFIA,"CALLE 8 2845","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",198462,"COBRO DE PESOS - MARTINEZ LAUTARO NICOLAS",NULL,2025-05-11,NULL,PARCIAL,NULL,ACTIVO
48366/6,61431480,25-74782724-3,SILVA,THIAGO,"CAMINO MALVINAS ARGENTINAS 2695","BANCO NACI├ôN",NULL,"EJECUCI├ôN FISCAL - PERALTA ALMA MIA","JUZGADO N┬░ 23",2018-10-03,NULL,NULL,,NULL
4847/9,71953377,26-13111642-7,LEDESMA,JULIETA,"CALLE MALVINAS ARGENTINAS 2079","BANCO NACI├ôN",905891,"COBRO DE PESOS - FARIAS MIA",NULL,2024-06-14,NULL,NULL,,NULL
48812/8,50706588,22-11458259-3,GOMEZ,VALENTIN,"DIAG. 4 2566","BANCO NACI├ôN",97727,"CONCURSO PREVENTIVO - SOSA TOMAS","JUZGADO N┬░ 8",2020-12-08,2025-03-13,TOTAL,NULL,NULL
48892/15,67418360,20-28819831-6,TOLEDO,MAXIMO,???,"ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,NULL,NULL,NULL,2024-01-06,NULL,NULL,NULL
48933/4,62728902,27-80519804-6,PEREZ,AGOSTINA,"CAMINO 8 1269","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",937910,"COBRO DE PESOS - TORRES ORIANA","JUZGADO N┬░ 15",2016-04-05,NULL,NULL,NULL,CADUCADO
48981/21,77907925,???,LOPEZ,TOM├ÇS,"AV. 6 689","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",162563,"CONCURSO PREVENTIVO - VILLALBA IAN",NULL,2023-05-06,NULL,NULL,NULL,NULL
4904/15,32918664,23-25999563-5,DIAZ,"LUZ MILAGROS","CALLE 3 72","BANCO NACI├ôN",151886,"EJECUCI├ôN FISCAL - JUAREZ ENZO","JUZGADO N┬░ 9",2018-10-01,NULL,PARCIAL,NULL,NULL
49042/6,15518583,24-77083977-9,GONZALEZ,"JUAN CRUZ","BOULEVARD BAH├ìA BLANCA 3563",NULL,682217,"COBRO DE PESOS - LOPEZ CHARO",NULL,2015-11-11,NULL,NULL,NULL,ACTIVO
49114/10,66960916,21-92779780-1,BARRIOS,DELFINA,"AV. 9 2828","BANCO NACI├ôN",NULL,"CONCURSO PREVENTIVO - QUIROGA ORIANA","JUZGADO N┬░ 9",2025-07-09,2020-07-20,TOTAL,NULL,NULL
49148/10,40199862,24-49026976-1,GIMENEZ,"MARIA EMILIA","AV. C├ôRDOBA 2946","BANCO NACI├ôN",154228,"CONCURSO PREVENTIVO - RODRIGUEZ PEDRO",NULL,2017-12-01,NULL,NULL,NULL,NULL
4916/3,39855173,24-45424237-7,DUARTE,"JUAN IGNACIO",NULL,"ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"CONCURSO PREVENTIVO - GOMEZ LAUTARO GABRIEL","JUZGADO N┬░ 17",2025-04-07,2024-08-25,NULL,"EN REVISI├ôN",CADUCADO
49181/10,86395062,20-89873562-6,RIOS,DELFINA,"CALLE FORMOSA 1432",AFIP,997372,"EJECUCI├ôN FISCAL - SOSA AMBAR",NULL,2025-05-31,2022-06-12,PARCIAL,NULL,ACTIVO
49248/25,46844714,25-18465006-7,FERREYRA,ISABELLA,NULL,"BANCO NACI├ôN",555375,"COBRO DE PESOS - ESCOBAR LUC├ìA ",NULL,2022-05-29,NULL,NULL,NULL,CADUCADO
49267/4,99407070,27-14487411-7,RUIZ,LE├ôN,"CALLE CONSTITUCI├ôN 3619",AFIP,NULL,"COBRO DE PESOS - LOPEZ FEDERICO",NULL,2025-05-10,NULL,NULL,NULL,CADUCADO
49275/10,89732125,24-14326206-4,MARTIN,SOFIA,"CALLE 1 351","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",647147,"CONCURSO PREVENTIVO - BENITEZ RENATA","JUZGADO N┬░ 26",2023-12-26,2022-07-11,NULL,"EN REVISI├ôN",NULL
49311/19,99468052,26-41673429-2,PEREZ,BENJAMIN,"   ","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"EJECUCI├ôN FISCAL - ROMERO CAMILA","JUZGADO N┬░ 29",2020-07-21,2020-12-27,NULL,,CADUCADO
49338/6,75548014,27-89189448-5,ROJAS,TOM├ÇS,"CALLE J.M. DE ROSAS 2240","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"COBRO DE PESOS - GONZALEZ BENJAMIN","JUZGADO N┬░ 23",2022-09-02,2025-03-24,NULL,"SIN OBSERVACIONES",NULL
49444/11,93368397,NULL,ROMERO,FRANCISCO,"AVENIDA C├ôRDOBA 2363","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",299881,"CONCURSO PREVENTIVO - CASTRO IVAN",NULL,2024-03-20,NULL,NULL,NULL,NULL
49596/15,???,24-27862894-2,BUSTOS,VALENTINA,"CAMINO TIERRA DEL FUEGO 2082","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",133369,"COBRO DE PESOS - SUAREZ THIAGO BENJAMIN","JUZGADO N┬░ 15",2024-03-10,2020-01-02,NULL,NULL,CADUCADO
49712/14,28788728,25-83160538-9,MENDEZ,"ALMA MIA","CAMINO RIVADAVIA 2236",NULL,414666,"CONCURSO PREVENTIVO - ROLDAN MATIAS",NULL,2024-06-23,NULL,NULL,NULL,NULL
49772/13,NULL,23-17462413-9,SANCHEZ,AGOSTINA,"AV. CONSTITUCI├ôN 1924","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",721202,"CONCURSO PREVENTIVO - LOPEZ JUAN MANUEL",NULL,2015-12-23,NULL,PARCIAL,NULL,NULL
49821/21,56353339,23-27699414-4,GONZALEZ,JULIANA,NULL,"FISCO DE LA PROVINCIA",NULL,"COBRO DE PESOS - QUIROGA MARTINA","JUZGADO N┬░ 9",2023-07-15,NULL,NULL,NULL,CADUCADO
4984/5,0000,21-87194158-1,CARDOZO,BENJAMIN,"DIAGONAL 1 4092",NULL,480797,NULL,"JUZGADO N┬░ 10",NULL,NULL,NULL,NULL,NULL
49858/23,22103599,20-43450120-6,CABRERA,MAITE,NULL,NULL,301307,"COBRO DE PESOS - FERNANDEZ JOAQUIN",NULL,2018-09-11,NULL,NULL,NULL,NULL
49916/25,88960666,26-62805781-1,GUTIERREZ,SOFIA,"AVENIDA JUJUY 2142","BANCO NACI├ôN",NULL,"COBRO DE PESOS - RODRIGUEZ MATIAS",NULL,2017-08-20,NULL,NULL,NULL,NULL
49926/3,19885706,20-64893718-4,FLORES,TOMAS,"DIAGONAL LA RIOJA 2577",AFIP,NULL,"EJECUCI├ôN FISCAL - RUIZ EMMA","JUZGADO N┬░ 3",2017-10-27,NULL,NULL,"SIN OBSERVACIONES",NULL
49994/15,16510364,21-66216328-4,CORDOBA,BRUNO,"DIAGONAL SANTA ROSA 1750","FISCO DE LA PROVINCIA",NULL,"EJECUCI├ôN FISCAL - MANSILLA VICTORIA",NULL,2017-01-12,NULL,NULL,NULL,NULL
50018/18,88281397,24-52755012-7,ARIAS,SEBASTIAN,"AV. MITRE 198","FISCO DE LA PROVINCIA",NULL,"CONCURSO PREVENTIVO - SANCHEZ THIAGO VALENTIN","JUZGADO N┬░ 27",2022-12-21,NULL,NULL,NULL,NULL
50073/17,20810064,22-30976918-3,DIAZ,"SANTINO EZEQUIEL","BLV. COMODORO RIVADAVIA 4405","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"EJECUCI├ôN FISCAL - GARCIA DELFINA","JUZGADO N┬░ 22",2016-10-29,NULL,PARCIAL,,NULL
50139/14,28201156,23-80990539-0,GOMEZ,VALENTINA,"AVENIDA 9 923",NULL,NULL,"CONCURSO PREVENTIVO - GODOY ANTONELLA","JUZGADO N┬░ 12",2022-11-08,NULL,NULL,NULL,NULL
50144/25,99657496,27-93214378-8,FERNANDEZ,"THIAGO LIONEL","DIAGONAL J.B. ALBERDI 4948","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"COBRO DE PESOS - GONZALEZ TOMAS",NULL,2023-09-02,2022-03-19,PARCIAL,NULL,NULL
50149/3,31454368,NULL,FARIAS,AMPARO,0000,"FISCO DE LA PROVINCIA",463687,"COBRO DE PESOS - RAMIREZ JULIAN",NULL,2023-01-24,2023-08-03,NULL,NULL,NULL
50168/9,19447782,26-28389258-6,MOLINA,"ANA PAULA","CALLE LA PAMPA 2299","BANCO NACI├ôN",592792,NULL,"JUZGADO N┬░ 13",2024-03-22,NULL,NULL,NULL,ACTIVO
50178/15,95643154,26-74395779-9,DIAZ,"THIAGO NICOLAS","DIAGONAL SAN LUIS 988","FISCO DE LA PROVINCIA",380752,"COBRO DE PESOS - GARCIA MATEO BENJAMIN","JUZGADO N┬░ 24",2020-03-12,NULL,TOTAL,NULL,CADUCADO
50196/8,63260160,21-89280443-2,LEDESMA,"JUAN PABLO","DIAGONAL MITRE 1195",NULL,594451,"CONCURSO PREVENTIVO - GONZALEZ ISABELLA","JUZGADO N┬░ 17",2021-03-31,NULL,NULL,NULL,ACTIVO
50209/21,48340553,25-35296676-4,MALDONADO,"ANGEL GABRIEL","AV. ALEM 2018",NULL,NULL,"COBRO DE PESOS - ROLDAN JAZMIN",NULL,2017-01-10,NULL,NULL,NULL,CADUCADO
50260/18,59899225,20-30642654-2,LOPEZ,FRANCESCA,NULL,"ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",15923,"CONCURSO PREVENTIVO - FLORES IGNACIO","JUZGADO N┬░ 4",2016-08-03,2022-03-29,PARCIAL,NULL,CADUCADO
50264/15,80451748,25-36492498-0,MAIDANA,"LAUTARO BENJAMIN","CALLE CATAMARCA 1159",AFIP,NULL,"EJECUCI├ôN FISCAL - FERREYRA SANTINO EZEQUIEL","JUZGADO N┬░ 8",2019-02-05,NULL,NULL,NULL,NULL
50296/4,26471614,21-23818287-3,ACOSTA,NICOLAS,"DIAGONAL 8 1985",NULL,922562,"EJECUCI├ôN FISCAL - SOSA AMBAR",NULL,2018-12-19,NULL,PARCIAL,NULL,CADUCADO
50369/7,96050724,23-23757868-6,LOPEZ,"ALMA VALENTINA",NULL,"BANCO NACI├ôN",NULL,NULL,"JUZGADO N┬░ 27",2019-11-07,2021-08-06,NULL,NULL,CADUCADO
50424/7,???,NULL,MOLINA,SOFIA,"CALLE BAH├ìA BLANCA 4033","FISCO DE LA PROVINCIA",NULL,"COBRO DE PESOS - JUAREZ NICOLAS","JUZGADO N┬░ 15",2018-10-01,2021-04-04,NULL,NULL,NULL
50465/5,56237542,23-33798162-7,GARCIA,MATEO,"CALLE 9 2506",AFIP,539414,"CONCURSO PREVENTIVO - ACOSTA JUAN IGNACIO",NULL,2015-11-05,NULL,NULL,NULL,NULL
50503/17,79942651,21-16207994-9,SANCHEZ,"JUAN IGNACIO","CALLE J.M. DE ROSAS 3174","BANCO NACI├ôN",844695,"COBRO DE PESOS - CACERES AGUSTIN",NULL,2019-10-01,2022-06-10,PARCIAL,NULL,NULL
50551/21,46116110,23-42274210-2,GONZALEZ,BENJAMIN,"AVENIDA SAN JUAN 18","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",309867,"COBRO DE PESOS - ALVAREZ SOL","JUZGADO N┬░ 12",2024-05-13,2025-06-16,NULL,NULL,ACTIVO
50660/18,29156335,NULL,JUAREZ,DANTE,NULL,"FISCO DE LA PROVINCIA",867240,"EJECUCI├ôN FISCAL - MARTINEZ MILAGROS","JUZGADO N┬░ 30",2018-09-03,2020-09-24,TOTAL,NULL,CADUCADO
50680/16,98027635,23-13271476-9,LOPEZ,"ZOE JAZMIN","CALLE MENDOZA 1435","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",887657,"EJECUCI├ôN FISCAL - RODRIGUEZ LAUTARO",NULL,2023-04-04,NULL,NULL,NULL,ACTIVO
50683/1,99772456,25-28190644-7,GOMEZ,THIAGO,"AVENIDA 3 4341",AFIP,NULL,NULL,NULL,2022-09-04,NULL,NULL,NULL,NULL
50703/9,49036138,24-95758405-7,GOMEZ,EZEQUIEL,0000,"FISCO DE LA PROVINCIA",18432,"COBRO DE PESOS - FLORES BAUTISTA BENJAMIN","JUZGADO N┬░ 12",2016-05-22,NULL,NULL,NULL,CADUCADO
50709/13,22642994,26-74124442-9,NAVARRO,LUCAS,"AVENIDA FORMOSA 1862",NULL,NULL,"COBRO DE PESOS - RODRIGUEZ VALENTINO","JUZGADO N┬░ 28",2022-06-27,NULL,PARCIAL,NULL,CADUCADO
50868/16,48811928,24-46639638-5,MU├æOZ,"THIAGO NAHUEL","CALLE J.B. ALBERDI 3849",NULL,757529,"COBRO DE PESOS - MENDEZ CATALINA",NULL,2017-02-03,NULL,NULL,NULL,ACTIVO
50870/11,62099401,23-97923376-6,DIAZ,BENICIO,"BOULEVARD R├ìO NEGRO 662","FISCO DE LA PROVINCIA",659947,"COBRO DE PESOS - TORRES BAUTISTA",NULL,2024-11-26,NULL,NULL,NULL,ACTIVO
50931/12,70939786,21-95201863-3,CORONEL,VALENTINA,"AVENIDA OMAR NU├æEZ 1383",NULL,NULL,"COBRO DE PESOS - MORENO PAULINA","JUZGADO N┬░ 3",2021-03-06,NULL,NULL,NULL,NULL
50952/8,35080809,25-64211564-4,MARTINEZ,SALVADOR,"AV. 5 2835","BANCO NACI├ôN",602416,"CONCURSO PREVENTIVO - SOSA EMANUEL","JUZGADO N┬░ 4",2021-06-13,NULL,NULL,NULL,NULL
51057/18,76189158,23-94232933-7,CASTRO,"THIAGO EMANUEL","CALLE CORRIENTES 1282","BANCO NACI├ôN",50401,"COBRO DE PESOS - TORRES MILAGROS","JUZGADO N┬░ 1",2024-04-05,2020-03-18,NULL,,ACTIVO
51067/17,97151513,23-58149237-5,DOMINGUEZ,"MIA VALENTINA","DIAGONAL NEUQU├ëN 3330","BANCO NACI├ôN",NULL,NULL,NULL,2017-09-26,NULL,NULL,NULL,NULL
51113/1,57683772,21-66449487-3,MENDEZ,IGNACIO,"DIAGONAL MITRE 327",AFIP,NULL,"EJECUCI├ôN FISCAL - GARCIA BIANCA","JUZGADO N┬░ 6",2015-12-19,NULL,NULL,NULL,ACTIVO
51143/24,73473857,22-96635329-9,SILVA,"MARIA VICTORIA",???,"BANCO NACI├ôN",NULL,"COBRO DE PESOS - GARCIA LUDMILA",NULL,2019-07-03,NULL,PARCIAL,NULL,ACTIVO
51169/6,35536947,25-96388440-4,GARCIA,"JUAN GABRIEL","CALLE 5 4372","FISCO DE LA PROVINCIA",605808,"COBRO DE PESOS - BENITEZ VALENTINO",NULL,2024-09-11,2024-07-27,TOTAL,NULL,NULL
51231/13,44254920,25-53549720-3,GONZALEZ,ALEXANDER,"AVENIDA R├ìO NEGRO 450",NULL,NULL,"CONCURSO PREVENTIVO - FERNANDEZ JUAN CRUZ","JUZGADO N┬░ 15",NULL,NULL,NULL,NULL,ACTIVO
5128/24,94395262,21-72120350-6,MEDINA,"SANTINO GABRIEL","DIAGONAL 1 4617",AFIP,NULL,"CONCURSO PREVENTIVO - MEDINA FRANCO",NULL,2022-06-14,2024-06-25,NULL,NULL,ACTIVO
51315/19,91749163,22-93156174-5,RAMIREZ,BENICIO,"CALLE CIUDAD AUT├ôNOMA DE BUENOS AIRES 4896",AFIP,NULL,"COBRO DE PESOS - MEDINA BRUNO",NULL,2022-12-22,NULL,PARCIAL,NULL,CADUCADO
51364/9,57902627,26-81736268-2,ROJAS,LUCIANA,"DIAGONAL SAN JUAN 3467","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",588346,"COBRO DE PESOS - FERNANDEZ AGUSTIN",NULL,2017-04-29,NULL,NULL,NULL,NULL
5137/13,72164705,21-18763785-5,PEREYRA,MARTINA,"BOULEVARD J.B. ALBERDI 4026","BANCO NACI├ôN",NULL,NULL,"JUZGADO N┬░ 28",2019-06-05,NULL,NULL,NULL,NULL
51437/5,90785932,26-76314131-4,RAMIREZ,ENZO,"DIAGONAL BUENOS AIRES 4245",NULL,276811,"CONCURSO PREVENTIVO - OJEDA CATALINA","JUZGADO N┬░ 17",2022-08-01,NULL,TOTAL,NULL,CADUCADO
51504/1,28613724,20-76470289-4,HERRERA,JEREMIAS,"CALLE ALEM 1910","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"COBRO DE PESOS - DIAZ JULIANA",NULL,2016-08-20,NULL,TOTAL,NULL,ACTIVO
51509/23,69849336,21-69733995-6,MEDINA,VICTORIA,"BLV. NEUQU├ëN 4964","FISCO DE LA PROVINCIA",NULL,"CONCURSO PREVENTIVO - FLORES LAUTARO BENJAMIN",NULL,2017-11-03,NULL,PARCIAL,NULL,CADUCADO
51522/24,75031413,NULL,FERREYRA,BAUTISTA,NULL,AFIP,242835,"CONCURSO PREVENTIVO - AGUIRRE BAUTISTA","JUZGADO N┬░ 30",NULL,2023-07-04,NULL,NULL,CADUCADO
51570/22,36802503,23-42288141-4,FIGUEROA,IGNACIO,"CALLE 5 3850","BANCO NACI├ôN",NULL,"EJECUCI├ôN FISCAL - RODRIGUEZ EMILIA",NULL,2024-01-20,NULL,TOTAL,NULL,ACTIVO
51578/15,28000682,25-40126021-3,FERNANDEZ,"JUAN IGNACIO","DIAGONAL ROSARIO 3986","FISCO DE LA PROVINCIA",78425,"CONCURSO PREVENTIVO - LOPEZ FRANCISCO",NULL,2020-11-21,NULL,NULL,NULL,ACTIVO
51676/23,92616498,23-54431661-9,PONCE,MALENA,NULL,"FISCO DE LA PROVINCIA",NULL,"COBRO DE PESOS - ALVAREZ BAUTISTA BENJAMIN",NULL,2023-05-16,2025-07-28,NULL,,ACTIVO
51754/22,61461963,27-36313399-6,ACU├æA,MAXIMO,"BOULEVARD ROSARIO 1454","ADMINISTRACI├ôN FEDERAL DE INGRESOS P├ÜBLICOS",NULL,"CONCURSO PREVENTIVO - CORDOBA MIA","JUZGADO N┬░ 15",2022-03-05,NULL,NULL,NULL,NULL
51830/23,38841150,26-75394005-4,GUTIERREZ,TIZIANO,"AV. MISIONES 4849",NULL,222138,"COBRO DE PESOS - GONZALEZ GERONIMO","JUZGADO N┬░ 1",2018-02-16,NULL,PARCIAL,NULL,NULL
51831/8,93609234,NULL,RAMIREZ,MORENA,NULL,"FISCO DE LA PROVINCIA",NULL,NULL,"JUZGADO N┬░ 24",2020-11-20,NULL,NULL,NULL,NULL
